EarthquakeNo,AreaDesc,CountyName,StationName,StationID,SeismicIntensity,EpicenterDistance,EWComponent_pga,NSComponent_pga,VComponent_pga,EWComponent_pgv,NSComponent_pgv,VComponent_pgv,WaveImageURI
114115,嘉義縣地區,嘉義縣,義竹,CHN8,4級,37.4,26.01,26.98,9.85,0.99,0.61,0.16,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/4-CHN8.gif
114115,嘉義縣地區,嘉義縣,民雄,CHN2,3級,31.82,19.43,28.93,9.17,0.36,0.56,0.21,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/3-CHN2.gif
114115,嘉義縣地區,嘉義縣,阿里山,ALS,3級,36.64,,,,,,,
114115,屏東縣地區,屏東縣,三地門,SSD,2級,57.67,6.07,3.72,3.47,0.26,0.14,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/2-SSD.gif
114115,屏東縣地區,屏東縣,九如,SGL,2級,60.14,2.53,3.37,0.78,0.17,0.2,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/2-SGL.gif
114115,屏東縣地區,屏東縣,屏東市,SPT,2級,65.32,4.28,3.99,1.8,0.28,0.21,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/2-SPT.gif
114115,屏東縣地區,屏東縣,新埤,SSP,2級,86.23,2.84,1.43,0.67,0.21,0.12,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/2-SSP.gif
114115,屏東縣地區,屏東縣,東港,D033,2級,89.38,2.25,2.97,0.99,0.19,0.18,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/2-D033.gif
114115,屏東縣地區,屏東縣,春日,SCZ,1級,98.93,,,,,,,
114115,屏東縣地區,屏東縣,獅子,SLIU,1級,118.11,0.78,0.71,0.54,0.04,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/1-SLIU.gif
114115,嘉義市地區,嘉義市,嘉義市,CHY,3級,29.96,22.83,13.96,6.77,0.77,0.71,0.2,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025115/3-CHY.gif
